protein_id	gene_symbol	mol_weight_kd	mol_weight
DENND5A	Dennd5a	146.6513936000004	146651.39360000042	normal
PDE4D	Pde4d	66.39374710000027	66393.74710000027	normal
LGR4	Lgr4	104.14837540000094	104148.37540000095	normal
LGR4	Lgr4	101.34025440000089	101340.2544000009	normal
GM15446	Gm15446	64.42712300000011	64427.1230000001	normal
PDE4D	Pde4d	57.57693220000021	57576.93220000021	normal
PDE4D	Pde4d	59.083630600000184	59083.630600000186	normal
MAP4	Map4	117.42783250000083	117427.83250000083	normal
MAP4	Map4	10.647606499999991	10647.60649999999	normal
MAP4	Map4	117.34170020000083	117341.70020000084	normal
ABCA8B	Abca8b	183.03693700000025	183036.93700000024	normal
ABCA8B	Abca8b	176.16278250000033	176162.78250000032	normal
MARVELD3	Marveld3	43.58363310000001	43583.63310000001	normal
MARVELD3	Marveld3	42.004697600000014	42004.697600000014	normal
TMEM41B	Tmem41b	32.42889590000005	32428.895900000047	normal
TMEM41B	Tmem41b	25.50607510000003	25506.075100000027	normal
TMEM41B	Tmem41b	32.42889590000005	32428.895900000047	normal
DMRTA2	Dmrta2	52.92600470000005	52926.00470000005	normal
CDH7	Cdh7	8.849274499999996	8849.274499999996	normal
CDH7	Cdh7	87.20047520000061	87200.47520000061	normal
CDH7	Cdh7	8.849274499999996	8849.274499999996	normal
CDH7	Cdh7	8.849274499999996	8849.274499999996	normal
CDH7	Cdh7	87.20047520000061	87200.47520000061	normal
TAT	Tat	50.564588100000066	50564.588100000066	normal
CDH7	Cdh7	87.20047520000061	87200.47520000061	normal
ZFP932	Zfp932	61.279652800000086	61279.65280000008	normal
ZFP932	Zfp932	7.745392699999998	7745.3926999999985	normal
ZFP932	Zfp932	57.40137990000003	57401.37990000003	normal
ZFP932	Zfp932	61.26161440000008	61261.61440000008	normal
CCDC34	Ccdc34	42.21531530000003	42215.31530000003	normal
IPO7	Ipo7	119.48513070000061	119485.1307000006	normal
ABCA8A	Abca8a	184.17784830000005	184177.84830000004	normal
ABCA8A	Abca8a	183.82939370000005	183829.39370000004	normal
ABCA8A	Abca8a	184.17784830000005	184177.84830000004	normal
CHST4	Chst4	44.693373600000065	44693.373600000064	normal
CHST4	Chst4	53.929244900000064	53929.24490000006	normal
GM17655	Gm17655	69.11447330000014	69114.47330000014	normal
MAP4	Map4	97.79489600000075	97794.89600000075	normal
MAP4	Map4	94.51718510000072	94517.18510000072	normal
RAB3C	Rab3c	25.871820500000005	25871.820500000005	normal
RAB3C	Rab3c	25.612531600000008	25612.53160000001	normal
ZFP143	Zfp143	69.03767370000011	69037.67370000012	normal
ZFP143	Zfp143	69.03767370000011	69037.67370000012	normal
ZFP143	Zfp143	69.03964320000013	69039.64320000012	normal
ZFP143	Zfp143	66.02945810000011	66029.45810000012	normal
MAP4	Map4	41.783812	41783.812	normal
RAB3C	Rab3c	19.43360559999999	19433.605599999988	normal
GM35315	Gm35315	66.11196550000011	66111.96550000011	normal
ZFP612	Zfp612	76.13199280000023	76131.99280000024	normal
ZFP612	Zfp612	71.63198610000019	71631.98610000018	normal
DHX30	Dhx30	136.48513300000042	136485.1330000004	normal
DHX30	Dhx30	136.66667410000042	136666.6741000004	normal
DHX30	Dhx30	134.05777660000047	134057.77660000048	normal
DHX30	Dhx30	134.05777660000047	134057.77660000048	normal
DHX30	Dhx30	133.02639220000043	133026.39220000044	normal
DHX30	Dhx30	136.66667410000042	136666.6741000004	normal
DHX30	Dhx30	134.05777660000047	134057.77660000048	normal
DHX30	Dhx30	134.05777660000047	134057.77660000048	normal
PLCXD1	Plcxd1	39.99772090000003	39997.72090000003	normal
ABCA9	Abca9	183.1119878000001	183111.9878000001	normal
TLE7	Tle7	48.12422690000005	48124.22690000005	normal
GTPBP6	Gtpbp6	56.4473670000001	56447.3670000001	normal
TLE7	Tle7	49.38337070000007	49383.37070000007	normal
ZFP605	Zfp605	80.73261440000043	80732.61440000043	normal
ZFP605	Zfp605	80.73261440000043	80732.61440000043	normal
WEE1	Wee1	71.57739580000025	71577.39580000025	normal
SMARCC1	Smarcc1	122.88860370000035	122888.60370000034	normal
SMARCC1	Smarcc1	54.74956100000009	54749.56100000009	normal
SMARCC1	Smarcc1	120.08957190000044	120089.57190000043	normal
SMARCC1	Smarcc1	122.77853920000042	122778.53920000042	normal
CHFR	Chfr	6.013761599999999	6013.761599999999	normal
CHFR	Chfr	73.87051600000039	73870.5160000004	normal
CHFR	Chfr	66.38450200000017	66384.50200000017	normal
CHFR	Chfr	73.79943810000039	73799.43810000039	normal
CALB2	Calb2	28.122379300000024	28122.379300000022	normal
CALB2	Calb2	31.372281900000015	31372.281900000016	normal
GOLGA3	Golga3	162.88968100000068	162889.68100000068	normal
ABCA6	Abca6	183.28031930000043	183280.31930000044	normal
GOLGA3	Golga3	167.2885280000007	167288.5280000007	normal
ELAVL4	Elavl4	40.348391400000025	40348.39140000002	normal
ELAVL4	Elavl4	39.26901590000002	39269.01590000002	normal
ELAVL4	Elavl4	41.739064400000025	41739.064400000025	normal
ELAVL4	Elavl4	42.36774110000003	42367.74110000003	normal
ELAVL4	Elavl4	40.977068100000025	40977.068100000026	normal
ELAVL4	Elavl4	42.307664200000026	42307.66420000003	normal
ELAVL4	Elavl4	40.37530760000002	40375.30760000002	normal
CMTR2	Cmtr2	87.14159260000052	87141.59260000053	normal
SWAP70	Swap70	68.99504950000019	68995.0495000002	normal
ANKLE2	Ankle2	106.19698140000078	106196.98140000078	normal
ANKLE2	Ankle2	97.9850965000007	97985.0965000007	normal
ANKLE2	Ankle2	106.12590350000077	106125.90350000077	normal
CSPG5	Cspg5	60.4051125000001	60405.1125000001	normal
CSPG5	Cspg5	57.33863430000003	57338.634300000034	normal
CSPG5	Cspg5	60.85603820000009	60856.03820000009	normal
CSPG5	Cspg5	49.0265937	49026.5937	normal
PRMT6	Prmt6	41.865951500000044	41865.95150000005	normal
PRMT6	Prmt6	41.865951500000044	41865.95150000005	normal
PGAM5	Pgam5	31.993920700000025	31993.920700000024	normal
PGAM5	Pgam5	31.86579150000003	31865.79150000003	normal
BBOX1	Bbox1	44.69827930000009	44698.27930000009	normal
HYDIN	Hydin	581.5163745999978	581516.3745999978	normal
ABCA5	Abca5	185.89269259999998	185892.69259999998	normal
PXMP2	Pxmp2	22.110129199999996	22110.129199999996	normal
DIO3	Dio3	33.96025429999999	33960.254299999986	normal
DIO3	Dio3	14.950597899999995	14950.597899999995	normal
POLE	Pole	262.09680700000064	262096.80700000064	normal
POLE	Pole	22.250999700000012	22250.99970000001	normal
ELP6	Elp6	29.326192800000033	29326.192800000033	normal
ELP6	Elp6	28.72158710000002	28721.58710000002	normal
SBF2	Sbf2	207.6317962999993	207631.79629999932	normal
SBF2	Sbf2	210.4558241999993	210455.8241999993	normal
SBF2	Sbf2	205.02274849999952	205022.74849999952	normal
POLE	Pole	46.0877966000001	46087.796600000096	normal
SCAP	Scap	139.60909420000036	139609.09420000037	normal
P2RX2	P2rx2	46.72299200000001	46722.99200000001	normal
P2RX2	P2rx2	44.3824215	44382.4215	normal
P2RX2	P2rx2	53.93601470000005	53936.01470000005	normal
P2RX2	P2rx2	55.04422310000006	55044.22310000006	normal
P2RX2	P2rx2	43.951314400000065	43951.31440000007	normal
LRCOL1	Lrcol1	18.18101500000001	18181.01500000001	normal
GAPT	Gapt	17.600726899999987	17600.726899999987	normal
GAPT	Gapt	17.600726899999987	17600.726899999987	normal
LRCOL1	Lrcol1	13.815787399999984	13815.787399999983	normal
FIBIN	Fibin	24.75934400000002	24759.34400000002	normal
FBRSL1	Fbrsl1	110.73861270000084	110738.61270000084	normal
FBRSL1	Fbrsl1	108.19564440000084	108195.64440000085	normal
FBRSL1	Fbrsl1	63.88089160000019	63880.89160000019	normal
FBRSL1	Fbrsl1	66.79933680000019	66799.3368000002	normal
PTPN23	Ptpn23	185.21418819999985	185214.18819999986	normal
PLK2	Plk2	77.81118110000043	77811.18110000042	normal
AGBL4	Agbl4	18.173143199999988	18173.143199999988	normal
AGBL4	Agbl4	40.01513190000002	40015.13190000002	normal
AGBL4	Agbl4	57.06420920000003	57064.20920000003	normal
AGBL4	Agbl4	62.20895980000013	62208.95980000013	normal
AGBL4	Agbl4	53.951779600000044	53951.779600000045	normal
MAP2K6	Map2k6	37.431817400000085	37431.81740000009	normal
MAP2K6	Map2k6	32.77345820000008	32773.45820000008	normal
NGP	Ngp	19.331462199999997	19331.462199999998	normal
KLHL18	Klhl18	63.6858572000002	63685.8572000002	normal
KLHL18	Klhl18	56.40463200000013	56404.63200000013	normal
KLHL18	Klhl18	64.25246260000021	64252.46260000022	normal
FBRSL1	Fbrsl1	50.43649320000009	50436.49320000009	normal
SBF2	Sbf2	45.67236110000007	45672.36110000007	normal
PPP2R5C	Ppp2r5c	5.4401721	5440.1721	normal
KIF9	Kif9	91.0502761000006	91050.2761000006	normal
KIF9	Kif9	92.09749730000064	92097.49730000064	normal
KIF9	Kif9	64.11291020000024	64112.910200000246	normal
KIF9	Kif9	89.89701710000055	89897.01710000055	normal
PPP2R5C	Ppp2r5c	52.81693060000002	52816.93060000002	normal
PPP2R5C	Ppp2r5c	56.55098640000004	56550.986400000045	normal
PPP2R5C	Ppp2r5c	60.82370830000011	60823.708300000115	normal
PPP2R5C	Ppp2r5c	57.51616280000006	57516.162800000064	normal
SETD2	Setd2	285.6598355000018	285659.8355000018	normal
GALNT9	Galnt9	68.70578760000022	68705.78760000021	normal
SLC5A12	Slc5a12	68.46911830000035	68469.11830000035	normal
SLC5A12	Slc5a12	67.9506612000003	67950.6612000003	normal
DYNC1H1	Dync1h1	532.0390743000025	532039.0743000025	normal
GALNT9	Galnt9	27.340974300000017	27340.974300000016	normal
VAC14	Vac14	88.04660020000054	88046.60020000054	normal
NRADD	Nradd	24.726722699999986	24726.722699999984	normal
NBEAL2	Nbeal2	302.0497070000022	302049.70700000215	normal
NBEAL2	Nbeal2	302.7565369000022	302756.53690000216	normal
NBEAL2	Nbeal2	299.04038260000203	299040.38260000205	normal
ADM	Adm	20.750239699999998	20750.2397	normal
GRM7	Grm7	103.03684240000067	103036.84240000066	normal
GRM7	Grm7	102.21785930000068	102217.85930000068	normal
NOC4L	Noc4l	58.67533110000013	58675.33110000013	normal
DDX51	Ddx51	70.36677950000026	70366.77950000027	normal
ANO3	Ano3	114.5662364000008	114566.23640000081	normal
CCDC12	Ccdc12	18.89113739999999	18891.137399999992	normal
EP400	Ep400	333.3953353000052	333395.33530000516	normal
EP400	Ep400	318.2308428000048	318230.84280000476	normal
EP400	Ep400	329.48186750000536	329481.86750000535	normal
1700001K19RIK	1700001K19Rik	24.880778600000003	24880.7786	normal
HSP90AA1	Hsp90aa1	84.78688690000033	84786.88690000033	normal
HSP90AA1	Hsp90aa1	84.78688690000033	84786.88690000033	normal
MUC15	Muc15	36.382176700000045	36382.17670000005	normal
MTSS2	Mtss2	76.84312400000054	76843.12400000055	normal
MUC15	Muc15	31.349733000000032	31349.733000000033	normal
MUC15	Muc15	36.382176700000045	36382.17670000005	normal
PTH1R	Pth1r	66.37099080000017	66370.99080000017	normal
PTH1R	Pth1r	66.37099080000017	66370.99080000017	normal
PTH1R	Pth1r	66.37099080000017	66370.99080000017	normal
MTSS2	Mtss2	70.08347210000036	70083.47210000036	normal
EP400	Ep400	69.25535000000008	69255.35000000008	normal
WDR20	Wdr20	17.766820899999992	17766.82089999999	normal
WDR20	Wdr20	62.88737040000027	62887.37040000027	normal
EP400	Ep400	73.03555140000006	73035.55140000005	normal
IL34	Il34	26.763888900000026	26763.888900000027	normal
IL34	Il34	24.7354922	24735.4922	normal
E2F7	E2f7	15.932170099999977	15932.170099999978	normal
E2F7	E2f7	99.53373670000056	99533.73670000056	normal
E2F7	E2f7	99.53373670000056	99533.73670000056	normal
E2F7	E2f7	15.932170099999977	15932.170099999978	normal
SLITRK6	Slitrk6	95.05442870000034	95054.42870000034	normal
MYL3	Myl3	22.421307000000002	22421.307	normal
MYL3	Myl3	14.227062499999992	14227.06249999999	normal
MYL3	Myl3	14.227062499999992	14227.06249999999	normal
AMPD3	Ampd3	88.65123810000048	88651.23810000048	normal
AMPD3	Ampd3	89.56724530000054	89567.24530000053	normal
AMPD3	Ampd3	88.65123810000048	88651.23810000048	normal
PUS1	Pus1	38.926854300000045	38926.85430000004	normal
PUS1	Pus1	47.50166220000008	47501.66220000008	normal
PUS1	Pus1	49.646179800000084	49646.179800000085	normal
PUS1	Pus1	44.09263620000007	44092.63620000007	normal
PUS1	Pus1	44.09263620000007	44092.63620000007	normal
ULK1	Ulk1	112.44743630000107	112447.43630000108	normal
ULK1	Ulk1	113.09022230000107	113090.22230000107	normal
PRSS42	Prss42	36.68230390000004	36682.30390000004	normal
MOK	Mok	27.24726290000002	27247.26290000002	normal
MOK	Mok	48.06415190000008	48064.15190000008	normal
SF3B3	Sf3b3	135.5487296000004	135548.7296000004	normal
RNF141	Rnf141	25.528690700000013	25528.690700000014	normal
PRSS44	Prss44	41.07235399999997	41072.35399999997	normal
POU3F4	Pou3f4	39.416640100000045	39416.64010000005	normal
MOK	Mok	11.370076299999988	11370.076299999988	normal
RNF141	Rnf141	14.90760879999998	14907.60879999998	normal
RNF141	Rnf141	19.846469700000007	19846.46970000001	normal
RNF141	Rnf141	25.528690700000013	25528.690700000014	normal
PRSS43	Prss43	42.20275660000001	42202.75660000001	normal
HSCB	Hscb	26.673051700000016	26673.051700000015	normal
RNF141	Rnf141	9.484737599999997	9484.737599999997	normal
PRSS45	Prss45	35.722866800000034	35722.86680000003	normal
PRSS45	Prss45	34.65481680000002	34654.81680000002	normal
CHEK2	Chek2	61.08758950000006	61087.58950000006	normal
PRSS46	Prss46	35.18467800000005	35184.67800000005	normal
COG4	Cog4	80.76994500000043	80769.94500000043	normal
COG4	Cog4	88.6597091000005	88659.7091000005	normal
ZFP839	Zfp839	99.00055950000058	99000.55950000057	normal
LYVE1	Lyve1	34.573236000000016	34573.23600000002	normal
PRSS50	Prss50	48.67580949999997	48675.809499999974	normal
TMIE	Tmie	17.02681689999999	17026.81689999999	normal
MRVI1	Mrvi1	93.19056490000038	93190.56490000038	normal
MRVI1	Mrvi1	99.85691630000049	99856.91630000049	normal
CINP	Cinp	24.10327590000003	24103.27590000003	normal
CINP	Cinp	29.479618600000045	29479.618600000045	normal
CINP	Cinp	16.23932409999999	16239.324099999989	normal
CINP	Cinp	12.976634899999988	12976.634899999988	normal
CINP	Cinp	16.322426399999994	16322.426399999993	normal
TTC28	Ttc28	267.4561209000011	267456.1209000011	normal
TTC28	Ttc28	270.74768310000104	270747.683100001	normal
ALS2CL	Als2cl	108.27361280000082	108273.61280000082	normal
ALS2CL	Als2cl	108.27361280000082	108273.61280000082	normal
ALS2CL	Als2cl	108.27361280000082	108273.61280000082	normal
FCSK	Fcsk	119.26597900000075	119265.97900000075	normal
CDH19	Cdh19	87.25917620000055	87259.17620000055	normal
TECPR2	Tecpr2	154.9369149000002	154936.9149000002	normal
TECPR2	Tecpr2	154.9369149000002	154936.9149000002	normal
FAM240A	Fam240a	11.545815199999982	11545.815199999983	normal
CSRP2	Csrp2	20.92561499999999	20925.61499999999	normal
ST3GAL2	St3gal2	34.62344720000001	34623.44720000001	normal
ST3GAL2	St3gal2	40.12936630000003	40129.36630000003	normal
CSRP2	Csrp2	21.629635200000017	21629.635200000015	normal
CSRP2	Csrp2	12.40109409999999	12401.09409999999	normal
TDGF1	Tdgf1	18.65439079999999	18654.39079999999	normal
ZDHHC17	Zdhhc17	72.61995570000023	72619.95570000024	normal
LRRC2	Lrrc2	42.95602660000008	42956.02660000008	normal
KCNJ16	Kcnj16	48.02258030000009	48022.58030000009	normal
KCNJ16	Kcnj16	48.02258030000009	48022.58030000009	normal
DDX19A	Ddx19a	53.93238200000004	53932.38200000004	normal
ANKRD9	Ankrd9	35.512418300000036	35512.418300000034	normal
ANKRD9	Ankrd9	35.512418300000036	35512.418300000034	normal
ANKRD9	Ankrd9	35.512418300000036	35512.418300000034	normal
ANKRD9	Ankrd9	38.92422650000002	38924.22650000002	normal
ANKRD9	Ankrd9	35.512418300000036	35512.418300000034	normal
ANKRD9	Ankrd9	35.512418300000036	35512.418300000034	normal
RTP3	Rtp3	52.219560800000096	52219.560800000094	normal
RTP3	Rtp3	52.219560800000096	52219.560800000094	normal
KCNJ16	Kcnj16	48.02258030000009	48022.58030000009	normal
DDX19B	Ddx19b	53.89319330000004	53893.19330000004	normal
DDX19B	Ddx19b	55.67443890000007	55674.43890000007	normal
LTF	Ltf	10.493073699999998	10493.073699999999	normal
LTF	Ltf	77.83692630000046	77836.92630000046	normal
KCNJ16	Kcnj16	48.02258030000009	48022.58030000009	normal
CTR9	Ctr9	133.40642570000082	133406.42570000084	normal
AARS	Aars	106.90731560000067	106907.31560000067	normal
RCOR1	Rcor1	52.714129900000096	52714.129900000094	normal
RCOR1	Rcor1	43.88597930000006	43885.97930000006	normal
CCRL2	Ccrl2	40.74406980000005	40744.06980000005	normal
CCRL2	Ccrl2	40.74406980000005	40744.06980000005	normal
EXOSC6	Exosc6	28.369827700000002	28369.8277	normal
KCNJ2	Kcnj2	48.38888840000008	48388.888400000076	normal
CLEC18A	Clec18a	52.56317430000006	52563.17430000006	normal
CLEC18A	Clec18a	58.584386800000104	58584.3868000001	normal
PDPR	Pdpr	99.22902650000066	99229.02650000066	normal
CYLC1	Cylc1	71.77292280000037	71772.92280000038	normal
CYLC1	Cylc1	71.46962780000038	71469.62780000038	normal
LRRFIP2	Lrrfip2	47.13309920000006	47133.09920000006	normal
LRRFIP2	Lrrfip2	48.41358680000008	48413.586800000085	normal
LRRFIP2	Lrrfip2	45.52434490000005	45524.344900000055	normal
LRRFIP2	Lrrfip2	49.76105170000008	49761.051700000084	normal
LRRFIP2	Lrrfip2	75.81932480000035	75819.32480000035	normal
LRRFIP2	Lrrfip2	82.06210070000044	82062.10070000045	normal
LRRFIP2	Lrrfip2	47.13309920000006	47133.09920000006	normal
GLG1	Glg1	133.7325739000008	133732.5739000008	normal
4930595D18RIK	4930595D18Rik	7.4202164	7420.2164	normal
OSBPL8	Osbpl8	101.26741690000073	101267.41690000072	normal
OSBPL8	Osbpl8	96.97978760000063	96979.78760000064	normal
TRAF3	Traf3	61.5631519000002	61563.1519000002	normal
TRAF3	Traf3	64.29325710000023	64293.25710000023	normal
TRAF3	Traf3	61.5631519000002	61563.1519000002	normal
LRRFIP2	Lrrfip2	45.853082400000055	45853.08240000006	normal
LRRFIP2	Lrrfip2	42.38182970000008	42381.82970000008	normal
A26C3	A26c3	55.07886660000009	55078.86660000009	normal
MLH1	Mlh1	84.66905950000063	84669.05950000063	normal
OLFR1275	Olfr1275	35.56322600000004	35563.226000000046	normal
OLFR1275	Olfr1275	35.56322600000004	35563.226000000046	normal
OLFR1275	Olfr1275	35.56322600000004	35563.226000000046	normal
OLFR1276	Olfr1276	35.37087750000005	35370.877500000046	normal
ACTBL2	Actbl2	42.00374570000005	42003.74570000005	normal
OLFR1276	Olfr1276	35.37087750000005	35370.877500000046	normal
OLFR1277	Olfr1277	34.17079460000002	34170.79460000002	normal
OLFR1277	Olfr1277	34.17079460000002	34170.79460000002	normal
RFWD3	Rfwd3	84.31112510000047	84311.12510000047	normal
AMN	Amn	48.69592760000008	48695.92760000008	normal
EPM2AIP1	Epm2aip1	70.09537190000026	70095.37190000026	normal
EPM2AIP1	Epm2aip1	70.09537190000026	70095.37190000026	normal
OLFR1278	Olfr1278	35.27320370000003	35273.203700000035	normal
OLFR1278	Olfr1278	35.27320370000003	35273.203700000035	normal
OLFR1278	Olfr1278	35.27320370000003	35273.203700000035	normal
OLFR1278	Olfr1278	35.27320370000003	35273.203700000035	normal
CDC42BPB	Cdc42bpb	194.7504481999999	194750.4481999999	normal
BBS10	Bbs10	78.92304070000047	78923.04070000046	normal
OLFR1279	Olfr1279	35.05336120000002	35053.36120000002	normal
OLFR1279	Olfr1279	35.05336120000002	35053.36120000002	normal
OLFR1279	Olfr1279	35.281672400000026	35281.672400000025	normal
TRANK1	Trank1	343.3161216000018	343316.1216000018	normal
MLKL	Mlkl	54.31680160000007	54316.80160000007	normal
MLKL	Mlkl	53.37476700000006	53374.767000000065	normal
OLFR1280	Olfr1280	34.33184520000001	34331.84520000001	normal
OLFR1280	Olfr1280	34.33184520000001	34331.84520000001	normal
OLFR1281	Olfr1281	34.537872600000014	34537.87260000002	normal
OLFR1281	Olfr1281	34.537872600000014	34537.87260000002	normal
PITPNB	Pitpnb	31.48663330000005	31486.633300000052	normal
PITPNB	Pitpnb	31.615661100000057	31615.661100000056	normal
OLFR1282	Olfr1282	34.66917960000002	34669.17960000002	normal
FA2H	Fa2h	42.980919000000036	42980.91900000004	normal
OLFR1283	Olfr1283	34.38288680000002	34382.88680000002	normal
OLFR1283	Olfr1283	34.38288680000002	34382.88680000002	normal
OLFR1283	Olfr1283	34.38288680000002	34382.88680000002	normal
OLFR1284	Olfr1284	35.17948300000001	35179.483000000015	normal
OLFR1284	Olfr1284	35.17948300000001	35179.483000000015	normal
RPS6KA6	Rps6ka6	82.98425870000054	82984.25870000054	normal
RPS6KA6	Rps6ka6	88.30214980000054	88302.14980000054	normal
RPS6KA6	Rps6ka6	87.73249890000055	87732.49890000054	normal
