protein_id	gene_symbol	mol_weight_kd	mol_weight
Q9D1Q6	Erp44	46.852	46852
Q9D1R1	Tmem126b	25.444	25444
Q9D1R2	Kti12	38.444	38444
Q9D1R9	Rpl34	13.293	13293
Q9D273	Mmab	26.273	26273
Q9D281	Fam114a1	61.012	61012
Q9D287	Bcas2	26.131	26131
Q9D289	Trappc6b	17.936	17936
Q9D2C7	Tmbim6	26.477	26477
Q9D2E2	Toe1	56.87	56870
Q9D2G2	Dlst	48.994	48994
Q9D2J7	Ankef1	86.903	86903
Q9D2M8	Ube2v2	16.367	16367
Q9D2N8	Galnt15	72.32	72320
Q9D2N9	Vps33a	67.554	67554
Q9D2R0	Aacs	75.199	75199
Q9D2R6	Coa3	11.987	11987
Q9D2R8	Mrps33	12.459	12459
Q9D2V7	Coro7	100.81	100810
Q9D338	Mrpl19	33.578	33578
Q9D358;REV__P48320	Acp1	18.192	18192
Q9D379	Ephx1	52.576	52576
Q9D394	Rufy3	53.006	53006
Q9D3A8	Nos1ap	55.873	55873
Q9D3A9	Ttyh1	49.032	49032
Q9D3B1	Hacd2	28.402	28402
Q9D3D9	Atp5d	17.6	17600
Q9D3G9	Rhoh	21.324	21324
Q9D3S3	Snx29	91.386	91386
Q9D3U0	Pus10	59.71	59710
Q9D3V1	Iqcd	53.35	53350
Q9D404	Oxsm	48.627	48627
Q9D478	Odf2l	74.15	74150
Q9D498	Iqcf3	23.5	23500
Q9D4H1	Exoc2	103.96	103960
Q9D4H2	Gcc1	87.676	87676
Q9D4H8	Cul2	86.876	86876
Q9D517	Agpat3	43.295	43295
Q9D554	Sf3a3	58.841	58841
Q9D572	Ubxn11	54.875	54875
Q9D5J6	Shpk	51.302	51302
Q9D5R2	Wdr20	62.781	62781
Q9D5T0	Atad1	40.744	40744
Q9D5V5	Cul5	90.973	90973
Q9D5V6	Syap1	41.349	41349
Q9D5W4	Ccdc81	75.825	75825
Q9D5W8		29.423	29423
Q9D662	Sec23b	86.436	86436
Q9D665	Sdr42e1	43.894	43894
Q9D6F9	Tubb4a	49.585	49585
Q9D6J4	Necab3	39.905	39905
Q9D6J5	Ndufb8	21.876	21876
Q9D6J6	Ndufv2	27.285	27285
Q9D6K5	Synj2bp	15.815	15815
Q9D6K7	Ttc33	29.371	29371
Q9D6K8	Fundc2	16.564	16564
Q9D6L8	Ppil3	18.127	18127
Q9D6M3;Q9DB41	Slc25a22	34.67	34670
Q9D6N5	Drap1	22.278	22278
Q9D6R2	Idh3a	39.638	39638
Q9D6S7	Mrrf	29.05	29050
Q9D6U8	Fam162a	17.725	17725
Q9D6Y7	Msra	25.988	25988
Q9D6Y9	Gbe1	80.363	80363
Q9D6Z1	Nop56	64.464	64464
Q9D706	Rpap3	74.095	74095
Q9D708	S100a16	14.324	14324
Q9D710	Tmx2	33.942	33942
Q9D711	Pir	32.066	32066
Q9D727		12.013	12013
Q9D735		18.376	18376
Q9D753	Exosc8	29.949	29949
Q9D773	Mrpl2	33.34	33340
Q9D7A6	Srp19	16.191	16191
Q9D7A8	Armc1	31.246	31246
Q9D7B6	Acad8	45.019	45019
Q9D7D7	Cldn23	32.461	32461
Q9D7E4		12.111	12111
Q9D7G0	Prps1	34.834	34834
Q9D7H3	RtcA	39.254	39254
Q9D7I5	Lhpp	29.144	29144
Q9D7J4	Cox20	13.163	13163
Q9D7J9	Echdc3	32.402	32402
Q9D7M1	Gid8	26.778	26778
Q9D7N3	Mrps9	44.929	44929
Q9D7N6	Mrpl30	18.342	18342
Q9D7N9	Apmap	46.434	46434
Q9D7P6	Iscu	18.098	18098
Q9D7S7	Rpl22l1	14.467	14467
Q9D7S9	Chmp5	24.575	24575
Q9D7V9	Naaa	40.074	40074
Q9D7X3	Dusp3	20.472	20472
Q9D7X8	Ggct	21.166	21166
Q9D819	Ppa1	32.667	32667
Q9D820	Prorsd1	18.862	18862
Q9D823	Rpl37	11.078	11078
Q9D824	Fip1l1	64.958	64958
Q9D826	Pipox	43.846	43846
Q9D832	Dnajb4	37.781	37781
Q9D855	Uqcrb	13.527	13527
Q9D868	Ppih	20.463	20463
Q9D880	Timm50	39.776	39776
Q9D883;Q8BGJ9	U2af1;U2af1l4	27.815	27815
Q9D892	Itpa	21.897	21897
Q9D898	Arpc5l	16.98	16980
Q9D8B3	Chmp4b	24.936	24936
Q9D8B4	Ndufa11	14.982	14982
Q9D8B6	Fam210b	20.344	20344
Q9D8C4	Ifi35	31.875	31875
Q9D8E6	Rpl4	47.153	47153
Q9D8L5	Ccdc91	50.006	50006
Q9D8N0	Eef1g	50.06	50060
Q9D8N2	Fam45a	40.42	40420
Q9D8P4	Mrpl17	20.249	20249
Q9D8S3	Arfgap3	57.455	57455
Q9D8S4	Rexo2	26.738	26738
Q9D8S9	Bola1	14.379	14379
Q9D8T2	Gsdmdc1	53.237	53237
Q9D8T7	Slirp	12.605	12605
Q9D8U8	Snx5	46.797	46797
Q9D8V0	Hm13	41.747	41747
Q9D8W5;REV__Q9Z2P8	Psmd12	52.895	52895
Q9D8W7	Ociad2	16.925	16925
Q9D8X1	Cutc	29.003	29003
Q9D8X2;Q03173	Ccdc124	25.345	25345
Q9D8Y0;Q9D4J1	Efhd2	26.791	26791
Q9D8Y1	Tmem126a	21.539	21539
Q9D8Y7	Tnfaip8l2	20.615	20615
Q9D906	Atg7	77.519	77519
Q9D938	Tmem160	19.587	19587
Q9D939	Sult1c2	34.953	34953
Q9D952	Evpl	232.01	232010
Q9D958	Spcs1	18.186	18186
Q9D964	Gatm	48.297	48297
Q9D967	Mdp1	18.582	18582
Q9D9F8	Mipol1	31.751	31751
Q9D9M2;P62069	Usp12;Usp46	42.913	42913
Q9D9R3	Spata9	28.482	28482
Q9D9R9	FAM186A	194.55	194550
Q9D9U4	Tex22	21.501	21501
Q9D9V3	Echdc1	35.467	35467
Q9DA19	Cir1	51.837	51837
Q9DAA6	Exosc1	21.423	21423
Q9DAC7	Ttc32	16.795	16795
Q9DAK9	Phpt1	13.996	13996
Q9DAR7	Dcps	38.988	38988
Q9DAS9	Gng12	7.9972	7997.2
Q9DAT5	Trmu	47.24	47240
Q9DAU1	Cnpy3	30.537	30537
Q9DAV9	Tmem38b	32.64	32640
Q9DAW6	Prpf4	58.369	58369
Q9DAW9	Cnn3	36.428	36428
Q9DAZ9	Zfyve19	43.272	43272
Q9DB05	Napa	33.189	33189
Q9DB15	Mrpl12	21.708	21708
Q9DB16	Cab39l	39.105	39105
Q9DB20	Atp5o	23.363	23363
Q9DB25	Alg5	36.79	36790
Q9DB26	Phyhd1	32.517	32517
Q9DB27;Q9CQ21	Mcts1	20.555	20555
Q9DB29	Iah1	27.974	27974
Q9DB30	Phkg2	46.572	46572
Q9DB34	Chmp2a	25.134	25134
Q9DB40	Med27	35.297	35297
Q9DB43	Zfpl1	34.155	34155
Q9DB60	Fam213b	21.67	21670
Q9DB76	Emc9	22.787	22787
Q9DB77	Uqcrc2	48.234	48234
Q9DBA6	Tysnd1	59.065	59065
Q9DBA8	Amdhd1	46.488	46488
Q9DBB4	Naa16	101.28	101280
Q9DBB8	Dhdh	36.3	36300
Q9DBB9	Cpn2	60.478	60478
Q9DBC0	Selo	74.22	74220
Q9DBC7;P12849	Prkar1a	43.185	43185
Q9DBD0	Ica	76.765	76765
Q9DBD5	Pelp1	118.07	118070
Q9DBE0	Csad	55.144	55144
Q9DBE8	Alg2	47.404	47404
Q9DBF1	Aldh7a1	58.861	58861
Q9DBG1	Cyp27a1	60.719	60719
Q9DBG3	Ap2b1	104.58	104580
Q9DBG5	Plin3	47.262	47262
Q9DBG6	Rpn2	69.062	69062
Q9DBG7	Srpr	69.622	69622
Q9DBG9	Tax1bp3	13.722	13722
Q9DBH5	Lman2	40.429	40429
Q9DBI0	Tmprss6	90.977	90977
Q9DBJ1	Pgam1	28.832	28832
Q9DBJ3	Baiap2l1	57.187	57187
Q9DBJ6	Josd1	23.152	23152
Q9DBK0	Acot12	61.761	61761
Q9DBL1	Acadsb	47.874	47874
Q9DBL2	Gdap2	56.268	56268
Q9DBL7	Coasy	62.022	62022
Q9DBL9	Abhd5	39.154	39154
Q9DBM0	Abcg8	75.995	75995
Q9DBM2	Ehhadh	78.301	78301
Q9DBN1	Stra6l	71.002	71002
Q9DBN5;REV__A8C756	Lonp2	94.525	94525
Q9DBP5	Cmpk1	22.165	22165
Q9DBR0	Akap8	76.293	76293
Q9DBR1	Xrn2	108.69	108690
Q9DBR3	Armc8	75.363	75363
Q9DBR7	Ppp1r12a	114.99	114990
Q9DBS1	Tmem43	44.783	44783
Q9DBS5	Klc4	68.612	68612
Q9DBT5	Ampd2	92.023	92023
Q9DBT9	Dmgdh	97.254	97254
Q9DBU0	Tm9sf1	68.927	68927
Q9DBW0	Cyp4v2	60.938	60938
Q9DBX2	Pdcl	34.406	34406
Q9DBX3	Susd2	90.641	90641
Q9DBY8	Nvl	94.475	94475
Q9DBZ5	Eif3k	25.086	25086
Q9DC16	Ergic1	32.562	32562
Q9DC23	Dnajc10	90.582	90582
Q9DC28;Q9JMK2	Csnk1d;Csnk1e	47.316	47316
Q9DC29	Abcb6	93.769	93769
Q9DC33	Hmg20a	39.917	39917
Q9DC37	Mfsd1	51.396	51396
Q9DC40	Telo2	93.312	93312
Q9DC50	Crot	70.264	70264
Q9DC51	Gnai3	40.538	40538
Q9DC61	Pmpca	58.278	58278
Q9DC63	Fbxo3	55.227	55227
Q9DC69	Ndufa9	42.525	42525
Q9DC70	Ndufs7	24.683	24683
Q9DC71	Mrps15	29.463	29463
Q9DCA2	Mrps11	20.208	20208
Q9DCB8	Isca2	16.718	16718
Q9DCC4	Pycrl	28.721	28721
Q9DCC7	Isoc2b	23.151	23151
Q9DCC8	Tomm20	16.284	16284
Q9DCD0	Pgd	53.247	53247
Q9DCD6	Gabarap	13.918	13918
Q9DCE5	Pak1ip1	42.116	42116
Q9DCF9	Ssr3	21.064	21064
Q9DCG2	Cd302	25.422	25422
Q9DCG6	Pbld1	32.047	32047
Q9DCG9	Trmt112	14.141	14141
Q9DCH4	Eif3f	37.984	37984
Q9DCH6	Zfand6	24.001	24001
Q9DCI9	Mrpl32	21.733	21733
Q9DCJ5	Ndufa8	19.992	19992
Q9DCJ9	Npl	35.13	35130
Q9DCK3	Tspan4	26.053	26053
Q9DCL2	Fam96a	18.418	18418
Q9DCL8	Ppp1r2	23.119	23119
Q9DCL9	Paics	47.006	47006
Q9DCM0	Ethe1	27.738	27738
Q9DCM2	Gstk1	25.704	25704
Q9DCN1	Nudt12	51.51	51510
Q9DCN2	Cyb5r3	34.127	34127
Q9DCP2	Slc38a3	55.591	55591
Q9DCQ2	Aspdh	30.269	30269
Q9DCR2	Ap3s1	21.732	21732
Q9DCS2		22.687	22687
Q9DCS3	Mecr	40.342	40342
Q9DCS9	Ndufb10	21.024	21024
Q9DCT1	Akr1e2	34.46	34460
Q9DCT2	Ndufs3	30.149	30149
Q9DCT5	Sdf2	23.159	23159
Q9DCT8	Crip2	22.727	22727
Q9DCU6	Mrpl4	33.073	33073
Q9DCU9	Hoga1	34.644	34644
Q9DCV4	Rmdn1	35	35000
Q9DCW4	Etfb	27.623	27623
Q9DCX2	Atp5h	18.749	18749
Q9DCX8	Iyd	32.814	32814
Q9DCY0	Keg1	33.723	33723
Q9DCZ4	Apoo	22.604	22604
Q9DD02	L7rn6	21.618	21618
Q9DD06	Rarres2	18.349	18349
Q9DD18	Dtd1	23.384	23384
Q9DD20	Mettl7b	28.049	28049
Q9EP53	Tsc1	128.74	128740
Q9EP69	Sacm1l	66.943	66943
Q9EP71	Rai14	108.85	108850
Q9EP72	Emc7	26.31	26310
Q9EP75;Q99N16	Cyp4f14	59.8	59800
Q9EP89	Lactb	60.705	60705
Q9EP96	Slco1a4	73.964	73964
Q9EPA7	Nmnat1	32.355	32355
Q9EPB4	Pycard	21.458	21458
Q9EPB5	Serhl	35.31	35310
Q9EPC1	Parva	42.329	42329
Q9EPE9	Atp13a1	132.39	132390
Q9EPJ9	Arfgap1	45.288	45288
Q9EPK2	Rp2	39.376	39376
Q9EPK6	Sil1	52.429	52429
Q9EPK7	Xpo7	123.81	123810
Q9EPL8	Ipo7	119.49	119490
Q9EPL9	Acox3	78.403	78403
Q9EPQ7	Stard5	23.922	23922
Q9EPT5	Slco2a1	70.146	70146
Q9EPU0	Upf1	123.97	123970
Q9EPU4	Cpsf1	160.82	160820
Q9EPV8	Ubl5	8.5468	8546.8
Q9EPW0	Inpp4a	105.54	105540
Q9EQ06	Hsd17b11	32.88	32880
Q9EQ09	Olr1	41.643	41643
Q9EQ20	Aldh6a1	57.915	57915
Q9EQ32	Pik3ap1	90.927	90927
Q9EQ61	Pes1	67.795	67795
Q9EQ80	Nif3l1	41.745	41745
Q9EQC1	Hsd3b7	41.135	41135
Q9EQC5	Scyl1	89.159	89159
Q9EQF5	Dpys	56.724	56724
Q9EQF6	Dpysl5	61.516	61516
Q9EQG9	Col4a3bp	71.11	71110
Q9EQH2	Erap1	106.6	106600
Q9EQH3	Vps35	91.712	91712
Q9EQI8	Mrpl46	32.131	32131
Q9EQJ0	Tpcn1	94.495	94495
Q9EQK5	Mvp	95.923	95923
Q9EQP2	Ehd4	61.48	61480
Q9EQQ2	Yipf5	27.873	27873
Q9EQQ9	Mgea5	103.16	103160
Q9EQS3	Mycbp	11.97	11970
Q9EQU5	Set	33.377	33377
Q9EQW7;B1AVY7	Kif13a	195.81	195810
Q9EQZ6;Q8VCC8	Rapgef4	115.49	115490
Q9ER00	Stx12	31.195	31195
Q9ER35	Fn3k	35.032	35032
Q9ER39	Tor1a	37.829	37829
Q9ER41	Tor1b	37.817	37817
Q9ER69	Wtap	44.176	44176
Q9ER72	Cars	94.859	94859
Q9ER73	Elp4	46.325	46325
Q9ER88	Dap3	44.699	44699
Q9ER97	Ngb	17.037	17037
Q9ERB0	Snap29	29.572	29572
Q9ERD7	Tubb3	50.418	50418
Q9ERE7	Mesdc2	25.206	25206
Q9ERF3	Wdr61	33.772	33772
Q9ERG0;Q8BGB5	Lima1	84.059	84059
Q9ERG2	Strn3	87.149	87149
Q9ERH4	Nusap1	48.572	48572
Q9ERI5	Jmjd6	46.567	46567
Q9ERI6	Rdh14	36.365	36365
Q9ERK4	Cse1l	110.45	110450
Q9ERL7	Gmfg	16.748	16748
Q9ERL9	Gucy1a3	77.587	77587
Q9ERR7	Sep-15	17.806	17806
Q9ERS2	Ndufa13	16.859	16859
Q9ERU9;P09056	Ranbp2	341.12	341120
Q9ERY9	ORF11	15.806	15806
Q9ES00	Ube4b	133.32	133320
Q9ES03	Tbx20	49.095	49095
Q9ES28;Q8K4I3	Arhgef7	97.055	97055
Q9ES46	Parvb	41.669	41669
Q9ES56	Trappc4	24.385	24385
Q9ES74;Q9ES70	Nek7	34.537	34537
Q9ES97	Rtn3	103.88	103880
Q9ESB3	Hrg	59.162	59162
Q9ESC8	Aff4	126.64	126640
Q9ESD7	Dysf	237.91	237910
Q9ESE1;Q9EPN1	Lrba	317.06	317060
Q9ESJ4	Nckipsd	78.572	78572
Q9ESK9	Rb1cc1	182.35	182350
Q9ESP1	Sdf2l1	23.648	23648
Q9ESP5	Fezf2	48.931	48931
Q9EST4	Psmg2	29.524	29524
Q9EST5	Anp32b	31.078	31078
Q9ESU6	Brd4	155.89	155890
Q9ESW4	Agk	46.975	46975
Q9ESW8	Pgpep1	22.934	22934
Q9ESX5	Dkc1	57.401	57401
Q9ESZ8	Gtf2i	112.26	112260
Q9ET01	Pygl	97.462	97462
Q9ET22	Dpp7	56.253	56253
Q9ET26	Rnf114	25.745	25745
Q9ET30	Tm9sf3	67.544	67544
Q9ET54;Q5DTJ9	Palld	152.13	152130
Q9JHE7	Tssc4	33.569	33569
Q9JHH9	Copz2	22.934	22934
Q9JHI5	Ivd	46.325	46325
Q9JHI7	Exosc9	48.936	48936
Q9JHJ0	Tmod3	39.502	39502
Q9JHK4	Rabggta	64.989	64989
Q9JHK5	Plek	39.9	39900
Q9JHL1	Slc9a3r2	37.402	37402
Q9JHQ5	Lztfl1	34.773	34773
Q9JHR7	Ide	117.77	117770
Q9JHS3	Lamtor2	13.48	13480
Q9JHS4	Clpx	69.228	69228
Q9JHS9	Cwc15	26.624	26624
Q9JHU2	Palmd	62.699	62699
Q9JHU4	Dync1h1	532.04	532040
Q9JHU9	Isyna1	60.931	60931
Q9JHW2	Nit2	30.501	30501
Q9JHW4	Eefsec	63.538	63538
Q9JI11;Q9JI10	Stk4;Stk3	55.541	55541
Q9JI13	Utp3	53.398	53398
Q9JI18	Lrp1b	513.63	513630
Q9JI39	Abcb10	77.187	77187
Q9JI44	Dmap1	53.129	53129
Q9JI48	Plac8	12.353	12353
Q9JI75	Nqo2	26.248	26248
Q9JI78	Ngly1	74.274	74274
Q9JI90	Rnf14	54.926	54926
Q9JI91	Actn2	103.83	103830
Q9JI99	Sgpp1	47.744	47744
Q9JIA1	Lgi1	63.643	63643
Q9JIA7	Sphk2	65.617	65617
Q9JIF0;Q6PAK3	Prmt1	42.435	42435
Q9JIF7	Copb1	107.06	107060
Q9JIG7	Ccdc22	70.843	70843
Q9JIG8	Praf2	19.478	19478
Q9JIH2	Nup50	49.485	49485
Q9JII5	Dazap1	43.214	43214
Q9JII6	Akr1a1	36.586	36586
Q9JIK5	Ddx21	93.55	93550
Q9JIK9	Mrps34	25.826	25826
Q9JIL4	Pdzk1	56.498	56498
Q9JIL5	Tulp4	169.64	169640
Q9JIM1	Slc29a1	50.192	50192
Q9JIS3	Smco4	6.694	6694
Q9JIS5	Sv2a	82.646	82646
Q9JIW9	Ralb	23.349	23349
Q9JIX0	Eny2	11.528	11528
Q9JIX8	Acin1	150.72	150720
Q9JIY5	Htra2	49.348	49348
Q9JIY7	Nat8	25.638	25638
Q9JIZ0;E0CYC6	Cml1	25.013	25013
Q9JJ00	Plscr1	35.914	35914
Q9JJ28	Flii	144.8	144800
Q9JJ59	Abcb9	83.962	83962
Q9JJ80	Rpf2	35.363	35363
Q9JJA4	Wdr12	47.346	47346
Q9JJD0	Thap11	33.275	33275
Q9JJF9	Sppl2a	58.128	58128
Q9JJG9	Noa1	77.378	77378
Q9JJH1	Rnase4	17.024	17024
Q9JJH7	Trpm5	130.84	130840
Q9JJI8	Rpl38	8.2038	8203.8
Q9JJJ3	Aqp9	31.764	31764
Q9JJK2	Lancl2	50.777	50777
Q9JJK5	Herpud1	43.907	43907
Q9JJL3	Slco1b2	76.728	76728
Q9JJL8	Sars2	58.316	58316
Q9JJN2	Zfhx4	392.32	392320
Q9JJU8	Sh3bgrl	12.811	12811
Q9JJV2	Pfn2	15.032	15032
Q9JJW0	Pxmp4	24.196	24196
Q9JJX6	P2rx4	43.437	43437
Q9JJY4	Ddx20	91.709	91709
Q9JJZ2	Tuba8	50.051	50051
Q9JJZ4	Ube2j1	34.989	34989
Q9JK23	Psmg1	33.104	33104
Q9JK38	Gnpnat1	20.791	20791
Q9JK42	Pdk2	46.04	46040
Q9JK48	Sh3glb1	40.855	40855
Q9JK53	Prelp	43.292	43292
Q9JK81	Myg1	42.722	42722
Q9JK92	Hspb8	21.533	21533
Q9JKB1;P58321	Uchl3;Uchl4	26.151	26151
Q9JKB3	Ybx3	38.813	38813
Q9JKC6	Cend1	14.987	14987
Q9JKC8;Q8R2R9	Ap3m1	46.936	46936
Q9JKF1;REV__Q64697	Iqgap1	188.74	188740
Q9JKF7	Mrpl39	38.549	38549
Q9JKJ9	Cyp39a1	53.574	53574
Q9JKK7	Tmod2	39.51	39510
Q9JKL4	Ndufaf3	20.733	20733
Q9JKN1	Slc30a7	41.789	41789
Q9JKN6	Nova1	51.755	51755
Q9JKR6	Hyou1	111.18	111180
Q9JKS5	Habp4	45.924	45924
Q9JKV1	Adrm1	42.06	42060
Q9JKV5	Scamp4	25.342	25342
Q9JKW0	Arl6ip1	23.437	23437
Q9JKX3	Tfr2	88.401	88401
Q9JKX6	Nudt5	23.984	23984
Q9JKY0	Rqcd1	33.601	33601
Q9JKY5	Hip1r	119.43	119430
Q9JL15	Lgals8	36.161	36161
Q9JL26	Fmnl1	122.06	122060
Q9JL35	Hmgn5	45.343	45343
Q9JL56	Gde1	37.629	37629
Q9JL62	Gltp	23.689	23689
Q9JL99	Clec1b	26.239	26239
Q9JLB0	Mpp6	62.63	62630
Q9JLC3	Msrb1	12.788	12788
Q9JLF6	Tgm1	89.825	89825
Q9JLH8	Tmod4	39.261	39261
Q9JLI3	Mmel1	88.699	88699
Q9JLI6	Scly	47.173	47173
Q9JLI8	Sart3	109.62	109620
Q9JLJ2	Aldh9a1	53.514	53514
Q9JLJ4	Elovl2	34.207	34207
Q9JLJ5	Elovl1	32.677	32677
Q9JLK7	Cabp1	25.943	25943
Q9JLM9	Grb14	60.572	60572
Q9JLN9	Mtor	288.79	288790
Q9JLQ0	Cd2ap	70.449	70449
Q9JLR9	Higd1a	10.425	10425
Q9JLT4	Txnrd2	56.602	56602
Q9JLV1	Bag3	61.859	61859
Q9JLV5	Cul3	88.947	88947
Q9JLV6	Pnkp	57.223	57223
Q9JLZ3;REV__O54865	Auh	33.395	33395
Q9JLZ8	Sigirr	46.158	46158
Q9JM14	Nt5c	23.076	23076
Q9JM62	Reep6	22.204	22204
Q9JM63	Kcnj10	42.432	42432
Q9JM76	Arpc3	20.524	20524
Q9JM93	Arl6ip4	25.524	25524
Q9JM96	Cdc42ep4	37.869	37869
Q9JMA1	Usp14	56.001	56001
Q9JMA7	Cyp3a41a	57.986	57986
Q9JMB0	Gkap1	41.762	41762
Q9JMC3	Dnaja4	44.901	44901
Q9JMD0	Znf207	52.792	52792
Q9JMD3	Stard10	32.951	32951
Q9JME5	Ap3b2	119.19	119190
Q9JME7	Trappc2l	16.018	16018
Q9JMF7	Dolpp1	27.098	27098
Q9JMG1	Edf1	16.369	16369
Q9JMG7	Hdgfrp3	22.43	22430
Q9JMH6	Txnrd1	67.083	67083
Q9JMH9	Myo18a	232.75	232750
Q9JMK0	B4galt5	44.814	44814
Q9NYQ2	Hao2	38.699	38699
Q9QUH0	Glrx	11.871	11871
Q9QUI0	Rhoa	21.782	21782
Q9QUJ7	Acsl4	79.076	79076
Q9QUK3	Cln8	33.108	33108
Q9QUM9	Psma6	27.372	27372
Q9QUP5	Hapln1	40.477	40477
Q9QUQ5;Q9QX29	Trpc4;Trpc5	111.57	111570
Q9QUR6	Prep	80.751	80751
Q9QUR7	Pin1	18.37	18370
Q9QVY8	Rai2	57.123	57123
Q9QWG7	Sult1b1	34.901	34901
Q9QWI6	Srcin1	134.86	134860
Q9QWK4	Cd5l	38.862	38862
Q9QWR8	Naga	47.234	47234
Q9QWW1	Homer2	40.57	40570
Q9QWY8;Q7SIG6	Asap1;Asap2	127.42	127420
Q9QX15	Clca3a1	100.11	100110
Q9QX47	Son	265.65	265650
Q9QX60	Dguok	32.281	32281
Q9QXA5	Lsm4	15.076	15076
Q9QXB9	Drg2	40.718	40718
Q9QXC1	Fetub	42.712	42712
Q9QXD1	Acox2	76.862	76862
Q9QXD6;P70695	Fbp1	36.912	36912
Q9QXD8	Limd1	71.421	71421
Q9QXE0	Hacl1	63.66	63660
Q9QXE2	Poll	62.942	62942
Q9QXE7;Q8BHJ5	Tbl1x;Tbl1xr1	56.802	56802
Q9QXF8	Gnmt	32.675	32675
Q9QXG2	Chm	73.976	73976
Q9QXG4	Acss2	78.861	78861
Q9QXK3	Copg2	97.679	97679
Q9QXL2	Kif21a	186.53	186530
Q9QXM0	Abhd2	48.377	48377
Q9QXS1	Plec	534.18	534180
Q9QXS6	Dbn1	77.286	77286
Q9QXT0	Cnpy2	20.767	20767
Q9QXV0	Pcsk1n	27.27	27270
Q9QXX4	Slc25a13	74.466	74466
Q9QXY1	Tjp3	99.323	99323
Q9QXY6	Ehd3	60.82	60820
Q9QXY7	Xk	51.114	51114
Q9QXY9	Pex3	42.223	42223
Q9QXZ0	Macf1	831.87	831870
Q9QXZ6;Q91YY5	Slco1a1	74.396	74396
Q9QY06	Myo9b	238.83	238830
Q9QY24	Zbp1	44.331	44331
Q9QY30	Abcb11	146.75	146750
Q9QY36;Q3UX61	Naa10;Naa11	26.519	26519
Q9QY76	Vapb	26.946	26946
Q9QY81	Nup210	204.1	204100
Q9QYA2	Tomm40	37.895	37895
Q9QYB1;Q8BXK9;Q8BHB9	Clic4	28.729	28729
Q9QYB5	Add3	78.776	78776
Q9QYB8	Add2	80.641	80641
Q9QYC0	Add1	80.646	80646
Q9QYC3	Bhlha15	22.15	22150
Q9QYC7	Ggcx	87.194	87194
Q9QYE6	Golga5	82.367	82367
Q9QYF1	Rdh11	35.147	35147
Q9QYF9	Ndrg3	41.555	41555
Q9QYG0	Ndrg2	40.789	40789
Q9QYH6	Maged1	85.669	85669
Q9QYI3	Dnajc7	56.475	56475
Q9QYI4	Dnajb12	41.987	41987
Q9QYI5	Dnajb2	35.593	35593
Q9QYJ0	Dnaja2	45.745	45745
Q9QYJ1	St6galnac5	38.43	38430
Q9QYJ3	Dnajb1	38.167	38167
Q9QYM5	Rnd2	25.399	25399
Q9QYR6	Map1a	300.14	300140
Q9QYR7;Q6Q2Z6	Acot3	47.489	47489
Q9QYR9	Acot2	49.656	49656
Q9QYS9	Qki	37.67	37670
Q9QYX7	Pclo	550.83	550830
Q9QYY8	Spast	66.455	66455
Q9QYY9	Adh4	40.21	40210
Q9QZ06	Tollip	30.345	30345
Q9QZ08	Nagk	37.268	37268
Q9QZ23	Nfu1	28.567	28567
Q9QZ25	Vnn3	56.304	56304
Q9QZ73	Dcun1d1	30.097	30097
Q9QZ85	Iigp1	47.571	47571
Q9QZ88	Vps29	20.495	20495
Q9QZB7	Actr10	46.207	46207
Q9QZB9	Dctn5	20.14	20140
Q9QZD8	Slc25a10	31.715	31715
Q9QZD9	Eif3i	36.46	36460
Q9QZE5	Copg1	97.512	97512
Q9QZE7	Tsnax	32.926	32926
Q9QZH3	Ppie	33.448	33448
Q9QZH6	Ecsit	49.798	49798
Q9QZM0	Ubqln2	67.35	67350
Q9QZN0	Fbxo15	49.485	49485
Q9QZN1	Fbxl17	75.683	75683
Q9QZN4	Fbxo6	34.492	34492
Q9QZQ1	Mllt4	206.5	206500
Q9QZQ8	H2afy	39.735	39735
Q9QZS3	Numb	70.812	70812
Q9QZS5	Sgk2	41.359	41359
Q9QZU9	Ube2l6	17.841	17841
Q9QZW0;P98197	Atp11c	129.24	129240
Q9QZX7	Srr	36.358	36358
Q9QZZ6	Dpt	23.995	23995
Q9R008	Mvk	41.877	41877
Q9R013	Ctsf	51.66	51660
Q9R020	Zranb2	37.35	37350
Q9R045	Angptl2	57.105	57105
Q9R049	Amfr	73.104	73104
Q9R060	Nubp1	34.085	34085
Q9R061	Nubp2	29.518	29518
Q9R062	Gyg1	37.402	37402
Q9R078;Q6PAM0	Prkab1	30.308	30308
Q9R092	Hsd17b6	36.102	36102
Q9R099	Tbl2	49.583	49583
Q9R0A0	Pex14	41.207	41207
Q9R0E2	Plod1	83.594	83594
Q9R0H0	Acox1	74.648	74648
Q9R0I7	Ylpm1	155.13	155130
Q9R0K7	Atp2b2	132.59	132590
Q9R0L7	Akap8l	71.453	71453
Q9R0M4	Podxl	53.389	53389
Q9R0M5	Tpk1	27.068	27068
Q9R0M6;Q8BHH2	Rab9a	22.909	22909
Q9R0N0	Galk1	42.295	42295
Q9R0N7	Syt7	45.472	45472
Q9R0P3	Esd	31.319	31319
Q9R0P4	Smap	20.046	20046
Q9R0P5	Dstn	18.521	18521
Q9R0P6	Sec11a	20.626	20626
Q9R0P9	Uchl1	24.838	24838
Q9R0Q1	Sytl4	76.021	76021
Q9R0Q3	Tmed2	22.705	22705
Q9R0Q6	Arpc1a	41.626	41626
Q9R0Q7	Ptges3	18.721	18721
